66856,74713,7,58999,7,1468042877.43
67066,74713,7,60374,8,1468042908.16
66856,74713,7,58999,7,1468042940.03
67066,74713,7,60374,8,1468042971.79
66856,74713,7,58999,7,1468043003.53
67066,74713,7,60374,8,1468043035.31
66856,74713,7,58999,7,1468043067.14
66856,74713,7,58999,7,1468043098.88
67066,74713,7,60374,8,1468043130.57
67066,74713,7,60374,8,1468043162.33
67066,74713,7,60374,8,1468043194.05
66856,74713,7,58999,7,1468043225.74
66856,74713,7,58999,7,1468043257.58
66856,74713,7,58999,7,1468043289.25
66856,74713,7,58999,7,1468043320.93
66856,74713,7,58999,7,1468043352.62
66856,74713,7,58999,7,1468043384.44
67066,74713,7,60374,8,1468043416.34
67066,74713,7,60374,8,1468043448.39
64124,74713,7,55888,9,1468043480.2
64124,74713,7,55888,9,1468043511.88
64124,74713,7,55888,9,1468043543.68
64124,74713,7,55888,9,1468043575.36
64124,74713,7,55888,9,1468043607.07
64124,74713,7,55888,9,1468043638.92
64124,74713,7,55888,9,1468043670.63
64221,73499,8,56799,10,1468043702.35
64221,73499,8,56799,10,1468043734.07
64221,73499,8,56799,10,1468043765.76
64124,74713,7,55888,9,1468043797.57
64221,73499,8,56799,10,1468043829.24
64221,73499,8,56799,10,1468043860.97
64221,73499,8,56799,10,1468043892.64
61894,73499,8,53454,11,1468043924.34
61894,73499,8,53454,11,1468043956.03
64221,73499,8,56799,10,1468043987.7
61894,73499,8,53454,11,1468044019.4
61894,73499,8,53454,11,1468044051.1
61894,73499,8,53454,11,1468044082.9
61894,73499,8,53454,11,1468044114.57
61894,73499,8,53454,11,1468044146.28
61894,73499,8,53454,11,1468044177.92
64221,73499,8,56799,10,1468044209.7
61894,73499,8,53454,11,1468044241.37
61894,73499,8,53454,11,1468044273.03
48000,65000,1,43750,4,1468044304.67
61894,73499,8,53454,11,1468044336.33
48000,65000,1,43750,4,1468044367.96
48000,65000,1,43750,4,1468044399.66
48000,65000,1,43750,4,1468044431.29
48000,65000,1,43750,4,1468044462.95
48000,65000,1,43750,4,1468044494.8
48000,65000,1,43750,4,1468044526.61
48000,65000,1,43750,4,1468044558.26
48000,65000,1,43750,4,1468044590.09
48000,65000,1,43750,4,1468044621.79
48000,65000,1,43750,4,1468044653.5
48000,65000,1,43750,4,1468044685.41
48000,65000,1,43750,4,1468044717.11
48000,65000,1,43750,4,1468044748.81
48000,65000,1,43750,4,1468044780.49
48000,65000,1,43750,4,1468044812.21
48000,65000,1,43750,4,1468044843.9
48000,65000,1,43750,4,1468044875.73
48000,65000,1,43750,4,1468044907.44
48000,65000,1,43750,4,1468044939.12
51666,67500,2,49000,5,1468044970.82
48000,65000,1,43750,4,1468045002.5
51666,67500,2,49000,5,1468045034.18
51666,67500,2,49000,5,1468045065.88
48000,65000,1,43750,4,1468045097.57
54285,68333,3,52500,6,1468045129.37
54285,68333,3,52500,6,1468045161.2
54285,68333,3,52500,6,1468045192.87
51666,67500,2,49000,5,1468045224.56
54285,68333,3,52500,6,1468045256.22
51666,67500,2,49000,5,1468045287.85
54285,68333,3,52500,6,1468045319.52
51666,67500,2,49000,5,1468045351.23
51666,67500,2,49000,5,1468045382.95
54285,68333,3,52500,6,1468045414.67
54285,68333,3,52500,6,1468045446.36
54285,68333,3,52500,6,1468045478.03
51666,67500,2,49000,5,1468045509.7
51666,67500,2,49000,5,1468045541.4
54285,68333,3,52500,6,1468045573.28
54285,68333,3,52500,6,1468045604.97
54285,68333,3,52500,6,1468045636.68
54285,68333,3,52500,6,1468045668.4
54285,68333,3,52500,6,1468045700.25
54285,68333,3,52500,6,1468045733.15
57000,68333,3,52142,7,1468045765.08
57000,68333,3,52142,7,1468045796.83
54285,68333,3,52500,6,1468045828.5
57000,68333,3,52142,7,1468045860.35
57000,68333,3,52142,7,1468045892.17
57000,68333,3,52142,7,1468045923.85
57000,68333,3,52142,7,1468045955.71
54285,68333,3,52500,6,1468045987.4
54285,68333,3,52500,6,1468046019.13
54285,68333,3,52500,6,1468046050.82
54285,68333,3,52500,6,1468046082.5
57000,68333,3,52142,7,1468046114.19
57000,68333,3,52142,7,1468046145.91
57000,68333,3,52142,7,1468046177.6
63333,70000,2,60000,4,1468046209.32
63333,70000,2,60000,4,1468046241.02
57000,68333,3,52142,7,1468046272.7
63333,70000,2,60000,4,1468046304.72
63333,70000,2,60000,4,1468046336.43
63333,70000,2,60000,4,1468046368.27
63333,70000,2,60000,4,1468046400.01
63333,70000,2,60000,4,1468046431.73
63333,70000,2,60000,4,1468046463.55
63333,70000,2,60000,4,1468046495.25
63333,70000,2,60000,4,1468046526.97
63333,70000,2,60000,4,1468046558.81
63333,70000,2,60000,4,1468046590.5
63333,70000,2,60000,4,1468046622.24
63333,70000,2,60000,4,1468046653.94
63333,70000,2,60000,4,1468046685.65
63333,70000,2,60000,4,1468046717.32
63333,70000,2,60000,4,1468046749.3
63333,70000,2,60000,4,1468046780.99
